state_two_letter_code,jurisdiction_name,jurisdiction_type,string_date_MDY,year_of_vote,month_of_vote,did_vote_pass,share_votes_yes,share_votes_no,vote_share_needed_to_pass,vote_margin,total_funds_at_stake,total_funds_approved,total_funds_appr_r2020,conservation_funds_at_stake,conservation_funds_approved,conservation_funds_appr_r2020,finance_mechanism,purpose,description,other_comment,vote_funding_notes,needed_sixty_percent_to_pass,needed_two_thirds_to_pass,gdp_price_deflator
FL,Naples,Municipal,02/01/00,2000,2,1,76.58858185,23.41141815,50,26.588581,9000000,9000000,13084098,9000000,9000000,13084098,Bond,"Open space, wildlife habitat",Bond to finance the acquisition of property for the purposes of open space and conservation,,,0,0,68.785789
FL,New Smyrna Beach,Municipal,11/06/18,2018,11,1,75.40551782,24.59448218,50,25.405518,15000000,15000000,15419407,15000000,15000000,15419407,Bond,"Open space, wildlife habitat, watershed protection",Bond for the preservation of land along Turnbull Creek Watershed,,Volusia County,0,0,97.280006
FL,North Bay Village,Municipal,01-29-2008,2008,1,1,63.0806846,36.9193154,50,13.080685,9400000,9400000,11315441,9400000,9400000,11315441,Bond,"Open space, watershed protection, parks, recreation",Bond for the protection of open space and water quality on Biscayne Bay,,"Miami-Dade County, Special Election",0,0,83.072327
FL,North Bay Village City,Municipal,09/05/06,2006,9,0,41.14942529,58.85057471,50,-8.8505745,9400000,0,0,9400000,0,0,Bond,"Parks, recreation",Bond for the purchase of parkland and park improvements,,Miami-Dade County,0,0,79.349922
FL,Orange County,County,11/04/97,1997,11,0,43.95132344,56.04867656,50,-6.0486765,2200000000,0,0,135000000,0,0,Sales tax,Parks,$0.01 sales tax increase,,,0,0,65.586288
FL,Ormond Beach,Municipal,09-30-1997,1997,9,1,75.80336981,24.19663019,50,25.80337,3700000,3700000,5641423,3700000,3700000,5641423,Bond,"Watershed protection, wildlife habitat, parks","Proposition: Preservation of ""The Rivers"" Property, Bonds for State Park Expansion",,,0,0,65.586288
FL,Ormond Beach,Municipal,04/08/03,2003,4,0,44.33727442,55.66272558,50,-5.6627254,1605000,0,0,1605000,0,0,Bond,Open space,"Prop VI: Acquisition of Environmentally Sensitive Lands and Historically Significant Sites, Bond for environmentally sensitive lands, historic sites",,,0,0,72.730873
FL,Ormond Beach,Municipal,08-24-2010,2010,8,1,59.36024551,40.63975449,50,9.3602457,5000000,5000000,5904996.5,5000000,5000000,5904996.5,Bond,"Open space, parks, recreation",Bond to purchase oceanfront park,,Volusia County,0,0,84.674057
FL,Osceola County,County,11/02/04,2004,11,1,67.16782353,32.83217647,50,17.167824,60000000,60000000,80333600,60000000,60000000,80333600,Bond,"Open space, watershed protection, wildlife habitat, recreation","Bond for open space, wildlife, watershed protection, and recreation, and accompanying 20-year, 1/4 mill increase",,,0,0,74.688545
FL,Oviedo,Municipal,09/04/01,2001,9,1,72.12984956,27.87015044,50,22.12985,3000000,3000000,4267540.5,1300000,1300000,1849267.5,Bond,"Parks, recreation",Bond for land acquisition for parks and recreational use,,,0,0,70.298103
FL,Oviedo,Municipal,05-13-2003,2003,5,1,57.55857899,42.44142101,50,7.558579,9000000,9000000,12374387,4500000,4500000,6187193.5,Bond,Parks,"Bond for parkland acquisition, amphitheater",,,0,0,72.730873
FL,Palm Beach County,County,03/12/91,1991,3,1,66.51353382,33.48646618,50,16.513535,100000000,100000000,172438448,100000000,100000000,172438448,Bond,"Open space, wildlife habitat","Bond to acquire, preserve and maintain environmentally sensitive lands, including the protection of wildlife. ",,,0,0,57.991707
FL,Palm Beach County,County,03/09/99,1999,3,1,66.14133299,33.85866701,50,16.141333,150000000,150000000,222944912,150000000,150000000,222944912,Bond,"Farmland, greenways, open space",Bond issue for agriculture and environmentally sensitive lands,,,0,0,67.281197
FL,Palm Beach County,County,11/05/02,2002,11,1,62.40510615,37.59489385,50,12.405107,50000000,50000000,70019312,6000000,6000000,8402317,Bond,"Parks, recreation, open space","Bond for parks, recreation, cultural facilities, including acquisition of coastal properties and parks",,,0,0,71.408875
FL,Palm Beach County,County,11/02/04,2004,11,1,67.64233499,32.35766501,50,17.642336,50000000,50000000,66944668,50000000,50000000,66944668,Bond,"Open space, recreation, watershed protection","Bond to acquire property to protect, preserve and expand public access to bodies of water and working waterfronts",,,0,0,74.688545
FL,Palm Beach Gardens,Municipal,03/11/03,2003,3,0,38.10888252,61.89111748,50,-11.891117,21000000,0,0,1000000,0,0,Bond,"Open space, parks, recreation, trails","Save Open Space, Parks, and Recreation, Bond for open space, nature education, parks, recreation, trails",,,0,0,72.730873
FL,Pasco County,County,03/09/04,2004,3,1,51.96651646,48.03348354,50,1.9665165,145500000,145500000,194808992,36375000,36375000,48702248,Sales tax,"Recreation, wildlife habitat","Penny Sales Tax, 10-year, 1 cent sales tax increase for environmentally significant lands, recreation, public safety, schools, city projects",,Vote on 10 year renewal planned for Nov 2012 ballot,,,
,0,0,74.688545,,,,,,,,,,,,,,,,,,,,,
FL,Pasco County,County,11/06/12,2012,11,1,69.91654893,30.08345107,50,19.91655,502000000,502000000,569787136,45180000,45180000,51280844,Sales tax,"Open space, parks, recreation","10-year, 1 cent sales tax extension for the acquisition of environmentally sensitive lands and other county projects",,Penny for Pasco,0,0,88.103073
FL,Pembroke Pines,Municipal,03/08/05,2005,3,1,52.60102447,47.39897553,50,2.6010244,100000000,100000000,129843072,13000000,13000000,16879600,Bond,"Parks, open space",Bond issue to pay for capital improvements and to buy land for preservation,,Broward County,0,0,77.016045
FL,Pinellas County,County,11/07/89,1989,11,1,50.14755606,49.85244394,50,0.14755605,469309000,469309000,867973056,69092349,69092349,127784248,Sales tax,"Recreation, open space, parks","10-year, ""Penny for Pinellas"", One-cent sales tax to finance county and municipal infrastructure projects including open space acquisition ",,,0,0,54.069534
FL,Pinellas County,County,03-25-1997,1997,3,1,64.51379352,35.48620648,50,14.513794,1138203470,1138203470,1735428992,81856690,81856690,124807624,Sales tax,"open space, watershed protection, wildlife habitat, parks","Penny for Pinellas, 10-year, $.01 Sales Tax Extension for County Projects including Open Space, Parks, Endangered Lands, Water Management",,,0,0,65.586288
FL,Pinellas County,County,03-13-2007,2007,3,1,57.13756369,42.86243631,50,7.1375637,1437000000,1437000000,1763602560,75123000,75123000,92197016,Sales tax,"Open space, parks, recreation, trails","10-year, continuation of 1 cent sales tax for capital improvements including environmental protection",,,0,0,81.480942
FL,Pinellas County,County,11/07/17,2017,11,1,82.61864091,17.38135909,50,32.618641,2000000000,2000000000,2106008192,64000000,64000000,67392264,Sales tax,"Open space, parks, recreation, trails","10-year, continuation of 1 cent sales tax for capital improvements including environmental protection",,,0,0,94.966393
FL,Polk County,County,09/01/92,1992,9,0,49.58782498,50.41217502,50,-0.41217503,,0,0,,0,0,Sales tax,"Open space, wildlife habitat, watershed protection","5-year, one cent sales tax partly for land acquisition, water, and wildlife preservation",,,0,0,59.311508
FL,Polk County,County,11/08/94,1994,11,1,51.01206643,48.98793357,50,1.0120665,20000000,20000000,32250842,20000000,20000000,32250842,Bond,"Open space, watershed protection, wildlife habitat","Bond for preserving water, wildlife and other environmentally sensitive lands",,,0,0,62.013885
FL,Polk County,County,11/02/04,2004,11,0,47.71477124,52.28522876,50,-2.2852287,114000000,0,0,114000000,0,0,Property tax,"Parks, recreation, open space","1/2 mill property tax increase for parks, recreation, and trails and the creation of a Municipal Services Taxing Unit (MSTU) for the unincorporated areas of the county",,The MSTU is not county wide,0,0,74.688545
FL,Port St. Lucie,Municipal,07-25-1995,1995,7,0,20.9169582,79.0830418,50,-29.083042,5907832,0,0,5907832,0,0,Property tax,Parks,"10-year, .25 mill property tax for parkland acquisition",,Port St. Lucie Co.,0,0,63.315628
FL,Sarasota County,County,11/04/97,1997,11,1,60.52516781,39.47483219,50,10.525167,513200000,513200000,782480640,,,,Sales tax,"Watershed protection, parks","10-year, $0.01 sales tax extension for transportation, Parks, Beaches, Libraries, Environmentally sensitive lands, Animal shelters",,,0,0,65.586288
FL,Sarasota County,County,03-16-1999,1999,3,1,67.59639792,32.40360208,50,17.596397,,,,,,,Bond,Wildlife habitat,"Question 2, Bond for acquiring, managing environmentally sensitive lands",,Bond authorization of $53M,0,0,67.281197
FL,Sarasota County,County,03-16-1999,1999,3,1,64.97837058,35.02162942,50,14.978371,104171020,104171020,154829328,93753920,93753920,139346400,Property tax,wildlife habitat,"Question 1, .25 mill property tax increase for acquiring, managing environmentally sensitive lands",,,0,0,67.281197
FL,Sarasota County,County,11/08/05,2005,11,1,79.88474204,20.11525796,50,29.884743,170000000,170000000,220733232,170000000,170000000,220733232,Property tax,"Open space, parks","10-year, .25 mill property tax extension to purchase and protect environmentally sensitive lands",,,0,0,77.016045
FL,Sarasota County,County,11/08/05,2005,11,1,77.69694387,22.30305613,50,27.696943,,,,,,,Bond,"Parks, open space, recreation",Bond for the acquisition and management of environmentally sensitive lands and neighborhood parkland,,Bond authorization of $250M,0,0,77.016045
FL,Sarasota County,County,11/06/18,2018,11,1,70.57863021,29.42136979,50,20.57863,65000000,65000000,66817428,30100000,30100000,30941610,Bond,"Open space, recreation, parks, trails",Bond to acquire and improve the Legacy Trail Extension railroad corridor,,,0,0,97.280006
FL,Seminole County,County,11/06/90,1990,11,1,60.54226475,39.45773525,50,10.542265,20280000,20280000,36151080,20280000,20280000,36151080,Property tax,"Recreation, open space",.25 mill property tax increase for land conservation,,,0,0,56.097908
FL,Seminole County,County,11/07/00,2000,11,1,57.99110729,42.00889271,50,7.9911075,25000000,25000000,36344716,25000000,25000000,36344716,Bond,"Open space, wildlife habitat","Bond issue to acquire and improve natural/environmental lands, trails, greenways and blueways",,,0,0,68.785789
FL,Seminole County,County,11/07/06,2006,11,0,48.74120943,51.25879057,50,-1.2587906,70000000,0,0,70000000,0,0,Property tax,"Open space, trails, recreation","10-year, .20 mill property tax increase for the acquisition of environmentally sensitive lands",,,0,0,79.349922
FL,St. Augustine Beach,Municipal,08-26-2008,2008,8,1,60.73619632,39.26380368,50,10.736197,7000000,7000000,8426392,7000000,7000000,8426392,Bond,"Open space, wildlife habitat, watershed protection, parks, trails, recreation","Bond for the protection of wildlife habitat, watersheds, parks and recreational areas",,St. Johns County,0,0,83.072327
FL,St. Johns County,County,11/03/98,1998,11,0,44.38937868,55.61062132,50,-5.6106215,,0,0,,0,0,Sales tax,"Open space, recreation","Environmentally Sensitive, Archeological, Historic and Recreational Lands of Half Percent Sales Surtax Referendum, 5-year, 0.5 percent sales tax increase for open space, recreation, environmentally sensitive lands",,,0,0,66.324165
FL,St. Johns County,County,11/04/08,2008,11,0,44.63200471,55.36799529,50,-5.3679953,116500000,0,0,50000000,0,0,Sales tax,"Open space, recreation, wildlife habitat, watershed protection, farmland, ","5-year, 1 cent sales tax increase for protection of natural areas and transportation projects",,,0,0,83.072327
FL,St. Lucie County,County,11/08/94,1994,11,1,67.18782731,32.81217269,50,17.187828,20000000,20000000,32250842,20000000,20000000,32250842,Bond,"Open space, wildlife habitat",Bond to acquire and protect environmentally significant lands and wildlife habitat,,,0,0,62.013885
FL,St. Lucie County,County,11/05/02,2002,11,1,51.7830244,48.2169756,50,1.7830244,56900000,56900000,79681976,2200000,2200000,3080849.5,Property tax,"Parks, open space, trails, recreation","Parks Referendum; create MSTU and 20-year, .25 mill property tax increase to purchase parks, open space, trails and recreational land",,,0,0,71.408875
FL,Tavares,Municipal,11/02/10,2010,11,0,46.14469772,53.85530228,50,-3.8553023,8500000,0,0,8500000,0,0,Bond,"Open space, parks, recreation",Bond for Wooten Park expansion,,Lake County,0,0,84.674057
FL,Tavares,Municipal,03/06/12,2012,3,1,53.96629675,46.03370325,50,3.9662967,3300000,3300000,3745612.8,2400000,2400000,2724082,Bond,"Open space, parks, recreation",Bond for Wooten Park expansion,,Lake County,0,0,88.103073
FL,Titusville,Municipal,11/02/04,2004,11,1,63.96464646,36.03535354,50,13.964646,10335000,10335000,13837463,10335000,10335000,13837463,Bond,"Open space, parks, recreation",Bond for purchase and acquisition of property for park and recreational uses,,,0,0,74.688545
FL,Venice,Municipal,11/04/03,2003,11,1,52.53718285,47.46281715,50,2.5371828,10000000,10000000,13749319,5000000,5000000,6874659.5,Bond,"Parks, recreation","Recreation Capital Improvement General Obligation Bonds, Bond for acquisition and improvement of beach, fishing pier, municipal park expansion, recreational facility, community center",,,0,0,72.730873
FL,Volusia County,County,11/07/00,2000,11,1,61.31553547,38.68446453,50,11.315536,89000000,89000000,129387192,89000000,89000000,129387192,Property tax,"wildlife habitat, watershed protection, recreation","20-year, 1/5th mill property tax and $40M bond issue for acquisition and improvement of environmentally sensitive, water resource protection and outdoor recreation lands",,$ updated https://www.ournsb.org/wp-content/uploads/2020/01/VOLUSIA-FOREVER-FACT-SHEET-Jan-2-2020.pdf,0,0,68.785789
FL,Volusia County,County,11/07/00,2000,11,1,57.47661078,42.52338922,50,7.4766107,82000000,82000000,119210672,4000000,4000000,5815154.5,Bond,"Parks, recreation","20-year, 1/5th mill property tax and $40M bond issue for the Volusia Echo program- Environmental, Cultural, Historic, and Outdoor Recreation projects to enhance quality of life",,https://www.volusia.org/core/fileparse.php/5951/urlt/ECHO-Project-History-1-21-2020.pdf,0,0,68.785789
FL,Volusia County,County,11/03/20,2020,11,1,75.55063195,24.44936805,50,25.550632,146781980,146781980,146781984,146781980,146781980,146781984,Property tax,"Open space, parks, wildlife habitat, watershed protection, trails, recreation, farmland","20-year, 1/5th mill levy for the Volusia Forever program for the acquisition and improvement of environmentally sensitive lands, water resource protection and outdoor recreation lands",with bond,,0,0,100
FL,West Palm Beach,Municipal,03-14-2000,2000,3,1,55.22987108,44.77012892,50,5.2298713,20000000,20000000,29075772,20000000,20000000,29075772,Bond,"parks, open space",Bond issue for park acquisition and improvement,,,0,0,68.785789
FL,Wilton Manors,Municipal,11/03/98,1998,11,1,63.13149409,36.86850591,50,13.131495,3000000,3000000,4523238,3000000,3000000,4523238,Bond,Recreation,"Bond for parks, Recreation",,,0,0,66.324165
FL,Winter Park,Municipal,06/04/96,1996,6,1,76.47058824,23.52941176,50,26.470589,5125000,5125000,7948943.5,512500,5125000,7948943.5,Bond,open space,"Greenspace Acquisition, Bond for Open Space, Golf Course",,,0,0,64.473976
FL,Winter Springs,Municipal,09/04/01,2001,9,1,64.46929566,35.53070434,50,14.469296,3400000,3400000,4836546,3400000,3400000,4836546,Bond,Parks,Bond to expand Central Winds Park,,,0,0,70.298103
GA,Alpharetta,Municipal,11/04/97,1997,11,1,78.27715356,21.72284644,50,28.277153,12000000,12000000,18296508,3500000,3500000,5336481.5,Bond,Greenways,Bond for Greenways,,Fulton County,0,0,65.586288
GA,Alpharetta,Municipal,06-19-2001,2001,6,0,45.2173913,54.7826087,50,-4.7826085,27000000,0,0,22000000,0,0,Bond,"open space, parks",$22 million portion of a bond for open space and park acquisition and development,,Fulton County,0,0,70.298103
GA,Alpharetta,Municipal,11/02/04,2004,11,1,81.53978438,18.46021562,50,31.539783,2075000,2075000,2778203.8,2075000,2075000,2778203.8,Bond,Trails and greenways,Bond for greenway improvements,,Fulton County,0,0,74.688545
GA,Alpharetta,Municipal,11/02/04,2004,11,1,81.63063538,18.36936462,50,31.630636,5030000,5030000,6734634,5030000,5030000,6734634,Bond,Parks and recreation,Bond for recreation and parks improvements,,Fulton County,0,0,74.688545
GA,Alpharetta,Municipal,05-24-2016,2016,5,1,81.68415084,18.31584916,50,31.684151,24900000,24900000,26713168,11950000,11950000,12820175,Bond,"Parks, recreation, open space, trails, greenways",Bond for parks and recreation,,Fulton County,0,0,93.212456
GA,Athens-Clarke County,County,11/02/04,2004,11,1,70.13001507,29.86998493,50,20.130014,122000000,122000000,163344992,24000000,24000000,32133442,Sales tax,"Open space, parks, recreation","6-year, 1% sales tax to fund capital improvements, a portion of which would be used towards land acquisition, parks and recreation",,,0,0,74.688545
GA,Atlanta,Municipal,11/07/00,2000,11,1,74.54545455,25.45454545,50,24.545454,28950000,28950000,42087180,13975000,13975000,20316696,Bond,open space,"Bond issue for acquisition, construction, improvement of public plazas and greenspace",,,0,0,68.785789
GA,Atlanta,Municipal,11/08/16,2016,11,1,67.8882216,32.1117784,50,17.888222,379966165,379966165,407634528,65900000,65900000,70698704,Sales tax,"Parks, recreation, trails, greenways","5-year, .4 percent sales tax for the purchase of the remaining right of way and acquisition of easements for the 22-mile Atlanta BeltLine loop",,Fulton County,0,0,93.212456
GA,Berkeley Lake,Municipal,07/09/96,1996,7,1,52.68817204,47.31182796,50,2.6881721,2860000,2860000,4435898.5,2860000,2860000,4435898.5,Bond,"Open space, parks and recreation",Bond for park and recreational land acquisition,,Gwinnett County,0,0,64.473976
GA,Bibb County,County,03/02/04,2004,3,0,48.43637855,51.56362145,50,-1.5636214,160000000,0,0,60000000,0,0,Sales tax,Parks and recreation,"5-year, 1% Special Purpose Local Option Sales Tax for the acquisition of land for recreation facilties",,,0,0,74.688545
GA,Bibb County,County,11/08/11,2011,11,1,72.66081154,27.33918846,50,22.660812,190000000,190000000,219796400,8000000,8000000,9254585,Sales tax,"Parks, recreation","6-year, 1 percent special local option sales tax for capital projects including land conservation",,Includes funding for buffers along Warner Robins AFB,0,0,86.443634
GA,Carroll County,County,11/04/03,2003,11,1,66.82402735,33.17597265,50,16.824028,79750000,79750000,109650824,19000000,19000000,26123706,Sales tax,"Parks, recreation","Special Purpose Local Option Sales Tax, 5-year, 1% special sales tax for greenspace, recreation, economic development, water and sewers, public facilities",,,0,0,72.730873
GA,Cherokee County,County,11/02/04,2004,11,1,55.96261407,44.03738593,50,5.9626141,200108589,200108589,267924064,3000000,3000000,4016680.3,Sales tax,"Open space, parks","6-year, 1% sales tax to fund capital improvements with a portion reserved for greenspace acquisition and new park development",,,0,0,74.688545
GA,Cherokee County,County,11/04/08,2008,11,1,61.74397812,38.25602188,50,11.743979,90000000,90000000,108339328,39000000,39000000,46947040,Bond,"Parks, open space, recreation, trails ","Bond for parks, open space, and recreational lands",,,0,0,83.072327
GA,Cobb County,County,11/07/00,2000,11,0,46.84701217,53.15298783,50,-3.1529877,148000000,0,0,45000000,0,0,Sales tax,"Open space, parks","15 month, 1-cent, sales tax increase for parks and recreation lands ($118 million) and roads/sidewalks ($30 million)",,,0,0,68.785789
GA,Cobb County,County,11/07/06,2006,11,1,71.62907061,28.37092939,50,21.62907,40000000,40000000,50409628,40000000,40000000,50409628,Bond,"Parks, open space",Bond for the acquisition of public parks and open space,,,0,0,79.349922
GA,Cobb County,County,11/04/08,2008,11,1,65.2869564,34.7130436,50,15.286957,40000000,40000000,48150812,40000000,40000000,48150812,Bond,"Open space, parks, recreation",Bond for the preservation of parks and open space,,,0,0,83.072327
GA,DeKalb County,County,03-20-2001,2001,3,1,58.73879171,41.26120829,50,8.7387915,125000000,125000000,177814192,88000000,88000000,125181184,Bond,"Parks, open space","Safe Parks, Clean Water, and Greenspace Tax; Bond to acquire land for parks and natural areas, preserve greenspace, and improve parks",,,0,0,70.298103
GA,DeKalb County,County,11/08/05,2005,11,1,52.2719742,47.7280258,50,2.2719741,96460000,96460000,125246632,30000000,30000000,38952924,Bond,"Open space, parks, recreation",Bond for green space and park projects including land acquisition,,,0,0,77.016045
GA,Douglas County,County,11/07/00,2000,11,0,47.5607301,52.4392699,50,-2.4392698,148870000,0,0,38015000,0,0,Sales tax,"parks, recreation","5-year, 1-cent. sales and use tax increase for county library, recreational facilities, roads, streets, bridges",,,0,0,68.785789
GA,Dunwoody,Municipal,11/08/11,2011,11,0,33.30090791,66.69909209,50,-16.699093,33000000,0,0,33000000,0,0,Bond,"Parks, recreation",Bond to acquire new parkland,,Dekalb County,0,0,86.443634
GA,Fayette County,County,11/08/94,1994,11,0,42.32773873,57.67226127,50,-7.6722612,5753810,0,0,1874000,0,0,Sales tax,Recreation,"10-year, 1 percent sales and use tax for recreation improvements and some new land acquisition",,,0,0,62.013885
GA,Forsyth County,County,03-17-1998,1998,3,1,64.98180348,35.01819652,50,14.981804,100000000,100000000,150774608,15930000,15930000,24018394,Sales tax,"Recreation, parks","5-year, 1 percent SPLOST for capital improvements",,,0,0,66.324165
GA,Forsyth County,County,03-18-2003,2003,3,1,77.77485534,22.22514466,50,27.774855,160000000,160000000,219989104,2600000,2600000,3574823,Sales tax,"Parks, open space","Special Purpose Local Option Sales Tax, 5-year, 1% special sales tax for parks, open space, historic preservation, road improvements, public facilities",,,0,0,72.730873
GA,Forsyth County,County,02/05/08,2008,2,1,69.94185448,30.05814552,50,19.941854,100000000,100000000,120377032,71400000,71400000,85949200,Bond,"Watershed protection, open space, recreation, parks, habitat, forest","Bond for the preservation of parks, open space, watersheds, and habitats",,,0,0,83.072327
GA,Georgia,State,11/03/98,1998,11,0,46.81463292,53.18536708,50,-3.1853671,120000000,0,0,120000000,0,0,Real estate transfer tax,"Recreation, open space, watershed protection, wildlife habitat","Constitutional (Heritage) Amendment, 4-years, $1 per $1000 valuation real estate transfer tax increase",,,0,0,66.324165
GA,Georgia,State,11/06/18,2018,11,1,82.8911529,17.1088471,50,32.891151,200000000,200000000,205592096,200000000,200000000,205592096,Sales tax,"Open space, recreation, farmland, wildlife habitat, watershed protection, greenways, trails, parks","10-year, dedication of  a portion of the existing state sales and use tax on outdoor recreation equipment",Dedicate of portion of the existing state sales and use tax on outdoor recreation equipment,,0,0,97.280006
GA,Gwinnett County,County,11/05/96,1996,11,1,53.24472587,46.75527413,50,3.2447259,400000000,400000000,620405376,11000000,11000000,17061148,Sales tax,"Open space, trails, parks","4-year, 1-cent sales tax increase for capital improvements, trails, parks, sidewalks",,,0,0,64.473976
GA,Gwinnett County,County,11/07/00,2000,11,1,55.04768456,44.95231544,50,5.0476847,496100000,496100000,721224576,57028154,57028154,82906880,Sales tax,"Parks, open space","4-year, 1-cent, sales and use tax renewal for libraries, public safety facilities, parks and recreation facilities, roads",,,0,0,68.785789
GA,Gwinnett County,County,11/02/04,2004,11,1,65.16121221,34.83878779,50,15.161212,550000000,550000000,736391360,12513052,12513052,16753643,Sales tax,Recreation,"1% sales tax for the purposes of capital improvements including park land, open space and greenway acquisition",,,0,0,74.688545
GA,Hall County,County,11/06/01,2001,11,0,32.63403263,67.36596737,50,-17.365967,40000000,0,0,40000000,0,0,Property tax,Parks,0.5 mill property tax increase for preserving natural lands and parks (est. $40 million),,,0,0,70.298103
GA,Hall County,County,03/02/04,2004,3,1,72.98360219,27.01639781,50,22.983603,146000000,14600000,19547844,8500000,8500000,11380594,Sales tax,Recreation,"5-year, 1% Special Purpose Local Option Sales Tax for recreation, libraries, solid waste, public safety, public water and sewer",,,0,0,74.688545
GA,Houston County,County,03/06/12,2012,3,1,67.63991908,32.36008092,50,17.639919,155000000,155000000,175930304,7000000,7000000,7945239.5,Sales tax,Open space,"6-year, 1-cent sales tax continuation with a portion to address encroachment at Robins Air Force Base",,,0,0,88.103073
GA,Jackson County,County,02/05/08,2008,2,0,48.96903048,51.03096952,50,-1.0309695,15000000,0,0,6780000,0,0,Bond,"Parks, recreation, open space",Bond for the purchase of 340 acres for future parks and the protection of natural resources,,,0,0,83.072327
GA,Johns Creek,Municipal,11/08/16,2016,11,1,65.48161016,34.51838984,50,15.48161,40000000,40000000,42912720,6250000,6250000,6705112.5,Bond,"Open space, parks, trails, recreation, greenways",Bond for parks and recreation,,Fulton County,0,0,93.212456
GA,Marietta,Municipal,11/03/09,2009,11,1,50.63820883,49.36179117,50,0.63820881,25000000,25000000,29868084,5000000,5000000,5973617,Bond,"Parks, recreation, trails",Bond for park acquisitions and improvements,,,0,0,83.701385
GA,Milton,Municipal,11/08/16,2016,11,1,82.85591609,17.14408391,50,32.855915,25000000,25000000,26820450,25000000,25000000,26820450,Bond,"Open space, farmland, recreation, parks, trails, wildlife habitat, watershed protection","Bond for open space, rural land, trails and parks",,Fulton County,0,0,93.212456
GA,Paulding County,County,11/07/06,2006,11,1,70.37255596,29.62744404,50,20.372557,15230000,15230000,19193466,15230000,15230000,19193466,Bond,"Open space, recreation, wildlife","Bond for the preservation of open space, wildlife habitat and recreational areas",,,0,0,79.349922
GA,Rockdale County,County,11/02/04,2004,11,1,59.89734872,40.10265128,50,9.8973484,99525419,99525419,133253928,5000000,5000000,6694467,Sales tax,"Open space, parks","6-year, 1% sales tax to fund capital improvements with a portion for greenspace",,,0,0,74.688545
GA,Roswell,Municipal,03-17-2000,2000,3,1,83.37478057,16.62521943,50,33.374779,34040000,34040000,49486964,30370000,30370000,44151560,Bond,"Parks, recreation",Portion of bond issue for parks and recreation,,,0,0,68.785789
GA,Smyrna,Municipal,03-15-2005,2005,3,1,83.64197531,16.35802469,50,33.641975,22000000,22000000,28565476,5000000,5000000,6492153.5,Bond,"Parks, recreation",Bond issue for parks and recreation upgrades,,Cobb County,0,0,77.016045
GA,Suwanee,Municipal,11/06/01,2001,11,1,58.49346656,41.50653344,50,8.4934664,17700000,17700000,25178488,17700000,17700000,25178488,Bond,"Open space, parks, trails, greenways","Bond for acquisition and preservation of open space, green space, parks, trails and greenways",,,0,0,70.298103
HI,Hawaii County,County,11/07/06,2006,11,1,63.07864809,36.92135191,50,13.078648,52434820,52434820,66080492,52434820,52434820,66080492,Property tax,Open space,"Ordinance amendment to earmark 2 percent  of property tax revenues to be placed in the Public Access, Open Space, and Natural Resources Preservation Fund ",,,0,0,79.349922
HI,Hawaii County,County,11/02/10,2010,11,1,65.52795688,34.47204312,50,15.527957,,,,,,,Property tax,"Open space, wildlife habitat, recreation, watershed protection, farmland, forests",Charter Amendment dedicating at least 1 percent of property tax revenue for land conservation,,"Proposal #1, would amend open space fund ordinance passed in 2006 making the 1 percent allocation permanent.",0,0,84.674057
HI,Hawaii County,County,11/06/12,2012,11,1,62.48040752,37.51959248,50,12.480408,,,,,,,Property tax,"Opens space, ",Restores original 2 percent property tax levy for open space fund,,"Proposal 2, Dollars included in 2006 measure",0,0,88.103073
HI,Honolulu County,County,11/07/06,2006,11,1,58.47748379,41.52251621,50,8.4774837,100000000,100000000,126024072,50000000,50000000,63012036,Property tax,"Open space, watershed protection","Proposal 91, Charter Amendment to set aside .5% of property tax revenues for land and natural resource protection and another .5% for affordable housing",,,0,0,79.349922
HI,Kauai County,County,11/05/02,2002,11,1,72.99710792,27.00289208,50,22.997108,5000000,5000000,7001931,5000000,5000000,7001931,Property tax,Open space,Question 1; .5% of existing property tax revenues earmarked for open space,,Charter Amendment,0,0,71.408875
HI,Maui County,County,11/05/02,2002,11,1,72.90337155,27.09662845,50,22.903372,20000000,20000000,28007724,20000000,20000000,28007724,Property tax,Open space,"Open Space Fund; 1% (minimum) of real property tax revenues for open space, natural resources, cultural resources, and scenic views",,Charter Amendment,0,0,71.408875
IA,Ames,Municipal,11/06/01,2001,11,1,86.29237572,13.70762428,50,36.292377,4970000,4970000,7069892,4970000,4970000,7069892,Bond,"Parks, recreation",Bond to acquire and develop new parks and recreation facilities,,,0,0,70.298103
IA,Iowa,State,11/02/10,2010,11,1,62.57234401,37.42765599,50,12.572344,,,,,,,Sales tax,"Watershed protection, wildlife habitat, parks, trails, open space","Authorizes the establishment of the Natural Resources and Outdoor Recreation Trust Fund and dedicates a future 3/8-cent sales tax increase to the Trust Fund to protect farmland, and improve water quality and natural areas including parks, trails, and fish and wildlife habitat.",,Constitutional Amendment which if approved by voters requires legislative approval as well,0,0,84.674057
IA,Johnson County,County,11/04/08,2008,11,1,60.78531757,39.21468243,50,10.785317,20000000,20000000,24075406,20000000,20000000,24075406,Bond,"Farmland, parks, watershed protection, wildlife habitat, recreation, trails, forest","Bond for the purchase of farmland, parks, wetlands and other conservation areas",,,0,0,83.072327
IA,Linn County,County,11/08/16,2016,11,1,73.95724353,26.04275647,60,13.957244,40000000,40000000,42912720,22000000,22000000,23601996,Bond,"Open space, parks, recreation, trails, watershed protection","Bond for land conservation, parks, trails, and watershed protection",,60% req. Public Measure E,1,0,93.212456
